ID,DATE1,Fire Year,Location,Landscape,Soil,Rainfall (mm),SEASON,REPLICATE,FREQUENCY,PLOT_NO,FMCDRYW ,FUEL LOAD (kg/ha) ,AIRTEMP,RH (%),WIND (m/s),PLOTROS,MEDIAN FUELLOAD (kg/m2),Heat Yeild,PLOTFI MEDIAN FL,% OF PLOT BURNT,TYPE OF BURN,SUCCESS OF FIRE
237,10/10/00,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,2,5,16.00,6728,34.0,38.0,1.4,0.38,0.6728,16890,4281,100,clean,highly
238,10/10/00,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,2,1,35.00,4744,37.0,30.0,1.6,0.23,0.4744,16890,1854,100,clean,highly
240,10/10/00,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,3,9,20.00,6961,29.5,40.0,0.8,0.35,0.6961,16890,4090,100,clean,highly
241,10/10/00,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,3,11,11.00,7772,35.0,34.0,1.5,0.96,0.7772,16890,12572,100,clean,highly
242,10/10/00,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,3,9,16.00,6780,37.5,32.0,1.4,0.19,0.6780,16890,2215,100,clean,highly
239,10/13/00,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,3,10,60.00,4163,21.0,82.0,1.1,0.16,0.4163,16890,1136,80,moderate,successful
350,1/29/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,MARHEYA,2,6,50.00,4971,35.5,38.0,1.4,0.34,0.4971,16890,2855,60,moderate,successful
351,1/29/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,2,2,61.00,5207,32.5,60.0,1.5,0.14,0.5207,16890,1231,30,patchy,unsuccessful
2364,1/29/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,MARHEYA,3,8,34.00,5003,35.0,60.0,2.6,0.46,0.5003,16890,3890,100,clean,highly
2365,1/29/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,3,8,50.00,5114,30.0,60.0,1.2,0.11,0.5114,16890,961,10,no burn,unsuccessful
348,1/30/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,2,3,40.00,6230,25.0,80.0,1.3,0.15,0.6230,16890,1548,40,moderate,successful
349,1/30/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,2,2,28.00,4907,36.5,34.0,1.9,0.61,0.4907,16890,5056,100,clean ,highly
352,1/30/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,3,10,41.00,4544,33.0,52.0,1.3,0.42,0.4544,16890,3223,80,moderate,successful
2363,1/30/01,2000,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,3,8,53.00,4875,28.0,68.0,1.3,0.34,0.4875,16890,2776,100,clean,highly
291,1/31/01,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NWASWITSHAKA,2,3,87.00,5067,26.0,70.0,1.9,0.33,0.5067,16890,2824,95,clean,highly
292,1/31/01,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,2,2,45.00,6049,24.0,70.0,2.0,0.06,0.6049,16890,613,10,no burn,unsuccessful
293,1/31/01,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NWASWITSHAKA,3,8,83.00,4645,25.5,74.0,1.8,0.32,0.4645,16890,2544,95,clean,highly
294,1/31/01,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,3,10,172.00,5407,29.2,60.0,3.2,0.08,0.5407,16890,731,10,no burn,unsuccessful
295,1/31/01,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NAPI,3,8,83.00,5346,24.0,84.0,2.9,0.06,0.5346,16890,542,15,no burn,unsuccessful
296,1/31/01,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,SKUKUZA,3,8,80.00,5587,26.5,78.0,1.9,0.22,0.5587,16890,2030,50,moderate,successful
229,2/1/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,2,2,144.00,6806,24.5,80.0,0.3,0.07,0.6806,16890,805,10,no burn,unsuccessful
230,2/1/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,2,6,89.00,4511,27.5,68.0,0.7,0.11,0.4511,16890,838,40,moderate,successful
231,2/1/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,2,2,123.00,6675,25.5,80.0,0.3,0.15,0.6675,16890,1691,90,moderate,successful
233,2/1/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,3,10,158.00,5254,26.0,70.0,0.7,0.04,0.5254,16890,355,10,no burn,unsuccessful
234,2/1/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,3,8,101.00,6244,30.5,64.0,1.5,0.06,0.6244,16890,633,20,patchy,unsuccessful
235,2/1/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,3,8,123.00,6596,30.0,60.0,1.1,0.13,0.6596,16890,1448,100,clean,highly
232,2/2/01,2000,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,FAYI,3,8,123.00,5003,29.0,62.0,0.8,0.09,0.5003,16890,745,20,moderate,successful
344,3/6/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,SATARA,2,6,87.00,5035,31.0,68.0,0.7,0.11,0.5035,16890,928,60,moderate,successful
345,3/6/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,NWANETSI,2,4,143.00,5223,31.5,64.0,1.7,0.11,0.5223,16890,985,20,moderate,successful
346,3/6/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,MARHEYA,2,4,151.00,5936,29.5,70.0,0.5,0.34,0.5936,16890,3437,60,moderate,successful
347,3/6/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,LINDANDA,2,3,71.00,3723,30.0,82.0,0.9,0.13,0.3723,16890,806,60,moderate,successful
58,3/7/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,MOOIPLAAS,2,4,144.64,4304,33.0,60.0,1.9,0.03,0.4304,16890,218,10,patchy,unsuccessful
59,3/7/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,TSENDE,2,6,137.11,3685,28.5,74.0,2.3,0.30,0.3685,16890,1867,70,moderate,successful
60,3/8/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,DZOMBO,2,4,131.60,4269,28.5,73.0,1.1,0.20,0.4269,16890,1442,60,dirty,successful
61,3/8/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,N'SHAWU,2,3,167.36,4056,31.5,65.0,2.3,0.04,0.4056,16890,242,10,moderate,successful
288,3/9/01,2001,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NWASWITSHAKA,2,6,83.00,5035,32.0,64.0,2.1,0.16,0.5035,16890,1361,100,clean,highly
289,3/9/01,2001,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,MBIYAMITI,2,4,72.00,5130,31.5,54.0,1.6,0.07,0.5130,16890,607,30,moderate,successful
228,3/16/01,2001,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,SHABENI,2,4,105.00,5223,27.0,78.0,0.7,0.30,0.5223,16890,2646,70,patchy,successful
285,4/10/01,2001,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,2,6,142.00,5223,24.0,80.0,0.7,0.20,0.5223,16890,88,10,no burn,unsuccessful
286,4/11/01,2001,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,2,2,142.00,5377,28.0,64.0,0.7,0.06,0.5377,16890,545,20,moderate,successful
340,4/17/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,2,5,138.00,3647,29.0,60.0,1.5,0.11,0.3647,16890,679,75,moderate,successful
342,4/17/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,MARHEYA,2,2,126.00,6702,31.0,58.0,2.0,0.76,0.6702,16890,8592,100,moderate,successful
343,4/17/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,LINDANDA,2,5,128.00,4234,28.0,64.0,2.9,0.30,0.4234,16890,2145,70,moderate,successful
372,4/18/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,TSENDE,2,5,122.00,4056,28.0,72.0,1.2,0.06,0.4056,16890,411,15,no burn/dirty,unsuccessful
373,4/18/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,MOOIPLAAS,2,6,78.00,4711,29.5,64.0,0.7,0.05,0.4711,16890,398,20,moderate,successful
224,4/20/01,2001,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,2,6,95.49,7239,27.0,56.0,2.0,0.04,0.7239,16890,489,50,moderate,successful
225,4/20/01,2001,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,2,2,128.75,5646,27.5,62.0,2.0,0.04,0.5646,16890,381,20,moderate,successful
226,4/20/01,2001,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,2,5,117.00,6133,27.0,64.0,2.0,0.04,0.6133,16890,414,20,moderate,successful
1,9/17/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,41.39,3211,31.0,30.0,2.6,0.21,0.3211,16890,1134,100,clean,successful
7,9/17/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,2,5,26.36,4199,29.0,34.0,0.7,0.34,0.4199,16890,2398,100,clean,highly
3,9/18/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,29.17,4711,24.0,56.0,1.5,0.19,0.4711,16890,1502,60,moderate,successful
4,9/18/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,24.60,3836,28.0,48.0,2.3,0.19,0.3836,16890,1231,100,clean,successful
5,9/18/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,2,1,27.70,4374,29.0,36.0,1.9,0.28,0.4374,16890,2032,100,clean,highly
6,9/18/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,2,4,45.94,4544,19.5,68.0,1.2,0.12,0.4544,16890,956,40,clean,highly
2,9/19/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,1,7,49.36,5035,24.0,63.0,1.9,0.18,0.5035,16890,1534,100,clean,highly
8,9/19/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,2,1,23.11,3836,19.0,78.0,0.9,0.08,0.3836,16890,489,75,moderate,successful
1684,9/19/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,1,7,22.00,3373,28.0,42.0,3.2,0.22,0.3373,16890,1253,40,dirty,moderately
2218,9/19/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,1,7,17.00,3129,29.0,40.0,2.5,0.44,0.3129,16890,2324,75,moderate,successful
1877,9/20/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,1,6,29.00,2960,24.0,62.0,1.8,0.44,0.2960,16890,2200,70,moderate,successful
2066,9/20/01,2001,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,1,3,32.00,5223,19.5,74.0,1.0,0.28,0.5223,16890,2496,60,dirty/clean,successful
220,10/22/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,2,3,34.00,3570,33.0,40.0,1.6,0.23,0.3570,16890,1387,100,clean,highly
223,10/22/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,2,4,31.00,3373,34.0,46.0,0.9,0.35,0.3373,16890,2019,90,moderate,successful
221,10/23/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,2,5,36.00,3910,25.5,64.0,1.2,0.44,0.3910,16890,2906,100,clean,highly
222,10/23/01,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,2,1,19.00,3373,27.0,72.0,1.8,0.22,0.3373,16890,1280,100,clean,highly
1430,1/10/02,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,2,2,133.00,6516,33.0,53.0,0.7,0.09,0.6516,16890,1036,50,moderate,successful
1434,1/10/02,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,2,6,99.00,6244,33.5,53.0,0.6,0.11,0.6244,16890,1143,75,patchy,successful
1432,1/11/02,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,2,2,75.00,3947,29.0,72.0,1.1,0.05,0.3947,16890,333,90,moderately clean,successful
1535,1/11/02,2001,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,TSENDE,2,3,98.00,3087,33.5,54.0,1.7,0.20,0.3087,16890,1043,60,dirty,successful
1606,2/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NAPI,3,12,52.00,4942,27.0,64.0,0.9,0.04,0.4942,16890,334,50,dirty,successful
1634,2/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NWASWITSHAKA,3,11,73.00,4744,30.0,50.0,1.0,0.30,0.4744,16890,2404,70,moderate,successful
1639,2/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,MBIYAMITI,3,8,33.00,4304,27.0,65.0,1.0,0.30,0.4304,16890,2181,70,dirty,successful
2511,2/22/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,NUMBI,3,10,150.00,3087,26.5,65.0,0.5,0.05,0.3087,16890,261,10,moderate,successful
2701,2/22/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,SHABENI,3,12,160.00,3685,25.0,70.0,0.8,0.04,0.3685,16890,249,10,moderate,successful
3082,2/22/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,FAYI,3,11,150.00,3685,31.0,55.0,0.4,0.02,0.3685,16890,124,10,moderate,successful
1968,2/25/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,LINDANDA,3,10,98.00,6077,27.0,76.0,1.1,0.04,0.6077,16890,411,30,moderately clean,successful
2137,2/25/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,MARHEYA,3,12,47.00,6408,34.8,42.0,1.0,0.10,0.6408,16890,1082,100,clean,highly
2321,2/25/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,SATARA,3,11,41.00,6435,34.0,44.0,1.4,0.18,0.6435,16890,1956,100,clean,highly
1431,2/26/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,MOOIPLAAS,3,8,60.00,3045,27.0,72.0,1.1,0.21,0.3045,16890,1080,100,clean,highly
1433,2/26/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,DZOMBO,3,12,119.00,5720,26.0,70.0,0.3,0.08,0.5720,16890,773,40,clean,highly
1435,2/26/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,N'SHAWU,3,10,87.00,5763,27.0,72.0,1.1,0.15,0.5763,16890,1460,100,moderate,successful
1565,2/26/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,TSENDE,3,11,53.00,3129,30.0,60.0,1.6,0.15,0.3129,16890,793,85,clean,successful
1788,2/26/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,NWANETSI,3,8,43.00,6858,25.5,72.0,0.3,0.10,0.6858,16890,1158,100,clean,highly
2598,8/2/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,20.00,3761,21.5,84.0,0.9,0.84,0.3761,16890,5317,100,clean,highly
2639,8/2/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,2,1,17.00,5315,22.0,78.0,1.9,0.55,0.5315,16890,4937,100,clean,highly
1414,8/13/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,26.00,1667,32.0,32.0,1.6,0.23,0.1667,16890,648,80,moderate,successful
1415,8/13/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,3,11,13.00,2743,30.0,34.0,1.0,0.33,0.2743,16890,1531,100,clean,highly
1416,8/14/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,1,7,23.00,1984,30.5,58.0,2.5,0.39,0.1984,16890,1313,70,dirty,successful
1417,8/14/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,3,9,13.00,3531,29.0,52.0,2.7,0.42,0.3531,16890,2491,100,clean,highly
1418,8/14/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,33.00,1932,24.5,70.0,1.6,0.22,0.1932,16890,704,50,dirty,successful
1419,8/14/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,3,10,32.00,3211,21.5,84.0,1.1,0.59,0.3211,16890,3212,100,clean,highly
1420,8/15/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,24.00,3570,27.0,70.0,1.5,0.46,0.3570,16890,2758,60,moderate,successful
1421,8/15/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,3,12,25.00,4645,27.0,72.0,1.2,0.54,0.4645,16890,4234,90,clean,highly
1683,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,1,7,19.00,3129,25.5,74.0,1.8,0.43,0.3129,16890,2272,90,moderate,successful
1715,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,2,5,18.00,5646,26.5,66.0,1.7,0.82,0.5646,16890,7800,100,clean,highly
1896,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,2,4,10.00,2918,26.0,62.0,2.4,0.19,0.2918,16890,936,50,clean,highly
2058,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,1,3,20.00,3609,22.5,8.0,2.0,0.23,0.3609,16890,1373,40,dirty,unsuccessful
2077,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,2,1,34.00,3817,20.5,86.0,2.4,0.28,0.3817,16890,1775,65,dirty,successful
2214,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,1,7,23.38,3761,27.5,74.0,1.2,0.15,0.3761,16890,953,45,dirty,unsuccessful
2256,8/19/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,2,1,11.00,4056,28.0,64.0,1.2,0.15,0.4056,16890,1038,50,dirty,successful
2440,8/20/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,2,4,45.00,5936,19.0,90.0,1.1,0.51,0.5936,16890,5104,100,clean,highly
2791,8/20/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,20.00,4711,20.0,82.0,1.5,0.58,0.4711,16890,4588,100,clean,highly
2813,8/20/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,5,21.00,3947,20.5,82.0,1.1,0.15,0.3947,16890,1000,50,clean,highly
1628,8/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,17.00,3453,23.5,68.0,1.4,0.66,0.3453,16890,3829,100,clean,highly
1629,8/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,2,1,15.00,3453,25.5,66.0,1.7,0.49,0.3453,16890,2858,100,clean,highly
1636,8/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,20.00,4269,26.5,63.0,1.5,0.59,0.4269,16890,4272,100,clean,highly
1637,8/21/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,2,5,15.00,4511,27.0,64.0,1.7,0.39,0.4511,16890,2971,100,clean,highly
2971,8/21/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,30.00,2654,20.5,75.0,0.7,0.16,0.2654,16890,717,100,clean,highly
3010,8/21/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,2,1,29.00,4744,19.0,82.0,0.8,0.33,0.4744,16890,2676,100,clean,highly
1603,8/22/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,18.00,3983,20.0,82.0,0.9,0.44,0.3983,16890,2962,100,clean,highly
1604,8/22/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,2,1,21.00,3761,20.0,82.0,0.5,0.74,0.3761,16890,4722,100,clean,highly
1615,8/22/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,2,4,15.00,2960,22.5,80.0,2.0,0.52,0.2960,16890,2578,100,clean,highly
2524,10/21/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,2,1,7.42,4744,29.0,68.0,2.1,0.64,0.4744,16890,5138,100,clean,highly
2712,10/21/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,2,5,12.00,5407,23.0,72.0,2.2,1.74,0.5407,16890,15872,100,clean,highly
2904,10/21/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,2,3,12.00,5894,31.0,56.0,2.4,0.89,0.5894,16890,8860,100,clean,highly
3101,10/21/02,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,2,4,13.00,3531,31.0,56.0,2.4,0.35,0.3531,16890,2087,100,clean,highly
2360,10/22/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,2,5,11.00,3373,33.0,54.0,1.8,0.66,0.3373,16890,3760,100,clean,highly
2361,10/22/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,2,3,9.00,3492,26.0,74.0,1.3,0.48,0.3492,16890,2831,100,moderate,successful
2362,10/22/02,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,2,4,11.00,3087,26.0,70.0,1.6,0.83,0.3087,16890,4322,100,clean,highly
3124,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,2,1,24.00,3003,22.0,65.0,1.1,0.20,0.3003,16890,1014,75,dirty,successful
3125,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,4,13,32.00,3799,24.5,54.0,1.7,0.18,0.3799,16890,1140,85,moderate,successful
3126,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,2,5,8.12,4339,25.5,48.0,1.9,0.24,0.4339,16890,1782,80,moderate,successful
3127,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,4,13,43.00,5098,24.5,48.0,1.5,0.29,0.5098,16890,2457,100,clean,highly
3130,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,2,3,13.00,5223,28.0,46.0,2.3,0.46,0.5223,16890,4050,100,clean,highly
3131,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,4,13,12.00,3609,30.0,44.0,2.4,0.11,0.3609,16890,671,50,clean,highly
3132,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,2,4,15.00,2620,30.0,39.0,2.5,0.22,0.2620,16890,974,60,dirty,successful
3133,11/27/02,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,4,13,7.00,4661,30.0,44.0,2.1,0.31,0.4661,16890,2440,100,clean,highly
3123,11/28/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,3,11,55.00,4645,29.0,48.0,1.5,0.42,0.4645,16890,3295,100,clean,highly
3129,11/28/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,3,9,31.00,2960,26.5,54.0,2.2,0.30,0.2960,16890,1487,100,clean,highly
3134,11/28/02,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,3,10,15.00,3373,24.5,60.0,3.2,0.25,0.3373,16890,1440,100,clean,highly
3145,1/13/03,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,2,2,43.00,1387,35.5,46.0,1.0,0.30,0.1387,16890,703,70,moderate,successful
3146,1/13/03,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,2,2,91.00,3609,24.5,78.0,0.8,0.15,0.3609,16890,914,50,moderate,successful
3148,1/13/03,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,2,2,62.00,3723,30.0,60.0,0.9,0.15,0.3723,16890,950,90,moderate,successful
3149,1/13/03,2002,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,2,6,63.00,2698,30.0,68.0,1.4,0.10,0.2698,16890,459,55,dirty,successful
3150,1/13/03,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NWASWITSHAKA,2,3,129.00,1209,34.5,48.0,1.4,0.20,0.1209,16890,408,45,patchy,unsuccessful
3143,1/14/03,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NAPI,2,6,36.00,3003,29.0,66.0,1.7,0.27,0.3003,16890,1384,100,moderate,successful
3144,1/14/03,2002,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,SKUKUZA,2,2,45.00,2329,27.5,74.0,0.1,0.05,0.2329,16890,197,20,dirty,unsuccessful
3135,1/15/03,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,2,3,21.00,2424,37.0,42.0,5.3,0.06,0.2424,16890,246,30,dirty,unsuccessful
