ID,DATE1,Fire Year,Location,Landscape,Soil,Rainfall (mm),SEASON,REPLICATE,FREQUENCY,PLOT_NO,FMCDRYW ,FUEL LOAD (kg/ha) ,AIRTEMP,RH (%),WIND (m/s),PLOTROS,MEDIAN FUELLOAD (kg/m2),Heat Yeild,PLOTFI MEDIAN FL,% OF PLOT BURNT,TYPE OF BURN,SUCCESS OF FIRE
3136,1/15/03,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,2,2,23.00,3413,29.0,66.0,1.6,0.19,0.3413,16890,1091,75,moderate,successful
3137,1/15/03,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,MARHEYA,2,6,12.00,3685,29.0,60.0,2.0,0.24,0.3685,16890,1491,100,clean,highly
3138,1/15/03,2002,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,2,2,25.00,2563,37.5,46.0,1.0,0.41,0.2563,16890,1784,95,clean,highly
3139,1/16/03,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,3,8,54.00,4163,33.5,65.0,2.4,0.38,0.4163,16890,2653,100,clean,higly
3141,1/16/03,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,3,8,6.86,2654,36.0,50.0,2.0,0.12,0.2654,16890,527,30,clean,highly
3140,1/17/03,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,3,10,17.00,2563,28.0,80.0,3.7,0.13,0.2563,16890,542,30,clean,highly
3142,1/17/03,2002,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,TSENDE,3,8,9.00,2563,27.0,78.0,4.5,0.24,0.2563,16890,1040,95,clean,successful
3163,2/17/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,SKUKUZA,2,3,24.00,2424,27.0,72.0,0.1,0.20,0.2424,16890,810,75,moderate,successful
3164,2/17/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,MBIYAMITI,2,4,137.00,1775,36.0,60.0,1.4,0.05,0.1775,16890,150,10,no burn,unsuccessful
3165,2/17/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NWASWITSHAKA,2,6,74.00,1613,36.0,54.0,0.1,0.20,0.1613,16890,545,25,patchy,unsuccessful
3166,2/17/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NAPI,2,4,65.00,1501,30.0,66.0,0.8,0.30,0.1501,16890,762,45,dirty,unsuccessful
3151,2/18/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,SHABENI,2,4,74.95,3211,27.0,72.0,0.4,0.19,0.3211,16890,1030,20,patchy,unsuccessful
3152,2/18/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,KAMBENI,2,4,100.65,1984,30.0,60.0,0.4,0.19,0.1984,16890,637,30,dirty,unsuccessful
3153,2/18/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,NUMBI,2,3,107.00,1828,27.0,78.0,0.4,0.07,0.1828,16890,216,20,dirty,unsuccessful
3154,2/18/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,FAYI,2,6,34.00,3293,32.0,46.0,1.1,0.37,0.3293,16890,2050,100,clean,highly
3155,2/19/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,LINDANDA,2,3,54.00,3373,27.0,78.0,0.6,0.22,0.3373,16890,1272,20,dirty,unsuccessful
3156,2/19/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,MARHEYA,2,4,16.00,3531,30.0,66.0,1.6,0.21,0.3531,16890,1262,100,clean,highly
3157,2/19/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,NWANETSI,2,4,14.00,2608,31.0,60.0,1.8,0.12,0.2608,16890,541,30,dirty,unsuccessful
3159,2/20/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,N'SHAWU,2,3,31.50,1775,39.0,48.0,1.8,0.29,0.1775,16890,869,80,moderate,successful
3160,2/20/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,MOOIPLAAS,2,4,24.00,2135,34.0,64.0,1.7,0.43,0.2135,16890,1538,100,clean,highly
3161,2/20/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,TSENDE,2,6,42.00,2233,31.0,72.0,1.6,0.15,0.2233,16890,570,25,dirty,unsuccessful
3162,2/20/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,DZOMBO,2,4,53.00,2329,37.0,46.0,1.8,0.30,0.2329,16890,1186,100,clean,highly
3170,4/23/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,2,5,55.00,3129,29.0,60.0,0.2,0.14,0.3129,16890,740,90,clean,successful
3189,4/23/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,3,12,94.00,3293,30.5,58.0,0.8,0.12,0.3293,16890,667,10,patchy,unsuccessful
3190,4/23/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,3,9,11.00,2517,27.0,58.0,0.4,0.21,0.2517,16890,884,95,clean,successful
3192,4/23/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,3,12,52.00,3170,29.5,46.0,1.2,0.07,0.3170,16890,375,10,clean,highly
3197,4/23/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,3,11,55.00,1828,25.0,70.0,0.8,0.20,0.1828,16890,617,10,no burn,unsuccessful
3198,4/23/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,2,5,55.68,1828,25.0,70.0,1.2,0.00,0.1828,16890,432,10,no burn,unsuccessful
3177,4/24/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,2,6,32.11,2135,24.5,82.0,1.2,0.12,0.2135,16890,433,10,no burn,unsuccessful
3178,4/24/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,2,2,34.00,2377,24.5,82.0,1.2,0.17,0.2377,16890,683,60,moderate,successful
3179,4/24/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,SKUKUZA,2,5,42.00,2135,28.0,66.0,1.2,0.09,0.2135,16890,325,10,no burn,unsuccessful
3182,4/24/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NWASWITSHAKA,2,5,47.00,2329,24.0,70.0,1.6,0.08,0.2329,16890,315,10,no burn,unsuccessful
3187,4/24/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,2,6,106.00,3492,29.0,54.0,0.6,0.21,0.3492,16890,1239,90,moderate,successful
3191,4/24/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,2,2,38.00,1932,28.5,62.0,0.8,0.17,0.1932,16890,553,20,moderate,successful
3186,5/6/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,MOOIPLAAS,3,12,25.00,2743,27.5,58.0,7.1,0.41,0.2743,16890,1885,75,moderate,successful
3194,5/6/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,TSENDE,2,5,22.00,2135,26.0,62.0,2.1,0.17,0.2135,16890,607,10,patchy,unsuccessful
3195,5/6/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,TSENDE,3,12,32.00,2135,25.0,64.0,1.6,0.22,0.2135,16890,791,20,patchy,unsuccessful
3196,5/6/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,MOOIPLAAS,2,6,63.00,2329,25.0,70.0,7.1,0.20,0.2329,16890,787,10,no burn,unsuccessful
3167,5/7/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,DZOMBO,2,2,44.00,2814,25.0,70.0,1.8,0.28,0.2814,16890,1321,95,clean,successful
3168,5/7/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,DZOMBO,3,9,38.00,3761,24.0,70.0,1.8,0.39,0.3761,16890,2454,100,clean,highly
3169,5/7/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,N'SHAWU,2,5,52.00,5821,26.0,64.0,1.5,0.13,0.5821,16890,1278,30,no burn,unsuccessful
3183,5/7/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,N'SHAWU,3,11,76.00,5254,26.0,71.0,0.6,0.14,0.5254,16890,1232,70,moderate,successful
3171,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,3,12,43.00,3983,24.0,68.0,1.9,0.34,0.3983,16890,2287,30,dirty,unsuccessful
3172,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,MARHEYA,2,2,52.63,2329,26.0,68.0,0.8,0.36,0.2329,16890,1408,30,patchy,moderately
3173,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,MARHEYA,3,9,53.00,1328,26.0,70.0,1.4,0.36,0.1328,16890,803,10,no burn,unsuccessful
3174,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,LINDANDA,2,5,29.00,3947,28.0,66.0,1.4,0.36,0.3947,16890,2389,60,moderate,successful
3175,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,LINDANDA,3,11,26.00,2233,28.5,50.0,0.6,0.42,0.2233,16890,1584,45,dirty,successful
3180,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,2,5,78.00,1086,24.0,68.0,1.9,0.34,0.1086,16890,624,10,no burn,unsuccessful
3181,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,3,12,86.80,1086,24.0,68.0,1.9,0.40,0.1086,16890,734,10,no burn,unsuccessful
3185,5/8/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,2,6,30.57,1881,24.0,68.0,1.9,0.20,0.1881,16890,1080,30,patchy,moderately
3184,5/15/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,SKUKUZA,3,11,69.00,1557,23.6,53.0,2.0,0.12,0.1557,16890,316,75,dirty,successful
3176,5/16/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,3,12,65.00,2563,24.0,53.0,1.0,0.13,0.2563,16890,546,55,moderate,successful
3188,5/16/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,3,9,78.00,2874,25.0,44.0,0.8,0.18,0.2874,16890,864,50,moderate,unsuccessful
3193,5/16/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NWASWITSHAKA,3,12,93.00,1881,25.0,62.0,2.1,0.19,0.1881,16890,604,15,no burn/dirty,unsuccessful
3254,8/10/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,20.00,1984,23.0,72.0,1.6,0.28,0.1984,16890,933,95,clean,successful
3242,8/11/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,3,11,17.00,2517,30.0,54.0,0.3,0.60,0.2517,16890,2546,98,clean,highly
3243,8/11/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,12.00,1667,29.5,66.0,1.4,0.20,0.1667,16890,563,40,patchy,unsuccessful
3248,8/11/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,38.00,1775,25.0,70.0,1.4,0.08,0.1775,16890,240,5,dirty,unsuccessful
3249,8/11/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,3,10,12.00,2918,24.5,56.0,1.9,0.39,0.2918,16890,1923,90,clean,successful
3250,8/11/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,29.00,1086,27.5,62.0,2.5,0.50,0.1086,16890,917,85,moderate,successful
3251,8/11/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,11,18.80,1775,26.0,64.0,2.5,0.50,0.1775,16890,1499,40,moderate,successful
3255,8/11/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,3,12,26.00,2281,18.0,72.0,0.9,0.11,0.2281,16890,426,60,dirty,successful
3244,8/12/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,3,1,18.00,1148,27.5,54.0,1.2,0.07,0.1148,16890,136,65,moderate,successful
3247,8/12/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,3,9,47.00,1932,22.0,68.0,1.9,0.10,0.1932,16890,326,10,clean,highly
3252,8/13/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,3,12,28.00,1501,21.5,72.0,1.2,0.30,0.1501,16890,761,70,moderate,successful
3226,8/21/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,3,10,12.00,2787,18.0,72.0,1.5,0.60,0.2787,16890,2833,100,clean,highly
3227,8/21/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,24.00,1148,21.0,36.0,1.5,0.30,0.1148,16890,582,40,dirty,successful
3233,8/25/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,3,12,21.00,2471,25.0,32.0,1.9,0.25,0.2471,16890,1036,60,moderate,successful
3241,8/25/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,3,10,17.00,830,29.0,24.0,2.3,0.20,0.0830,16890,280,50,patchy,unsuccessful
3238,8/26/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,3,11,19.00,4477,20.0,44.0,1.7,0.18,0.4477,16890,1326,70,moderate,successful
3223,8/27/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,2,1,23.00,2329,25.0,48.0,1.3,0.30,0.2329,16890,1180,70,moderate,successful
3224,8/27/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,2,5,24.00,1269,22.0,54.0,1.3,0.06,0.1269,16890,129,40,dirty,unsuccessful
3229,8/27/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,2,4,28.00,2960,20.0,58.0,1.0,0.11,0.2960,16890,573,50,moderate,successful
3230,8/27/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,2,1,20.00,3211,14.0,67.0,1.6,0.61,0.3211,16890,3315,100,clean,highly
3231,8/27/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,18.00,2517,18.0,53.0,1.6,0.23,0.2517,16890,989,35,dirty,unsuccessful
3204,10/15/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,3,10,20.30,1209,24.0,60.0,2.9,0.86,0.1209,16890,1764,60,almoust no burn,unsuccessful
3205,10/15/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,3,9,23.00,2281,23.5,64.0,2.9,0.86,0.2281,16890,3330,70,clean,highly
3206,10/15/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,3,11,21.00,2608,22.0,64.0,0.3,0.17,0.2608,16890,736,30,clean,successful
3207,10/15/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,SKUKUZA,3,9,25.00,2563,21.5,64.0,0.3,0.50,0.2563,16890,2164,50,moderate,successful
3202,10/16/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,3,11,36.00,3685,24.0,62.0,1.0,0.20,0.3685,16890,1252,100,clean,highly
3203,10/16/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,3,9,43.00,3045,20.0,66.0,0.8,0.22,0.3045,16890,1108,98,clean,highly
3199,10/17/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,3,10,18.00,2135,19.0,74.0,1.0,0.20,0.2135,16890,721,40,dirty,unsuccessful
3201,10/17/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,3,9,21.00,4511,18.0,80.0,1.6,0.20,0.4511,16890,1524,100,clean,highly
3200,10/27/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,3,10,26.00,3003,23.0,78.0,3.7,0.08,0.3003,16890,380,10,dirty,unsuccessful
3209,10/27/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,3,9,27.00,4875,24.0,64.0,4.5,0.24,0.4875,16890,1975,100,clean,highly
3210,10/27/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,6,14,35.00,3453,25.0,62.0,4.7,0.08,0.3453,16890,438,50,moderate,successful
3212,10/27/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,6,14,32.00,3087,22.0,76.0,3.7,0.30,0.3087,16890,1564,70,moderate,successful
3213,10/27/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,3,9,29.00,3373,22.0,74.0,2.7,0.14,0.3373,16890,802,65,moderate,successful
3214,10/27/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,6,14,34.00,2608,21.0,74.0,2.4,0.05,0.2608,16890,220,30,dirty,unsuccessful
3215,10/29/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,2,4,56.00,2874,31.5,52.0,1.8,0.14,0.2874,16890,656,60,moderate,successful
3216,10/29/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,6,14,49.00,1024,31.5,52.0,4.2,0.80,0.1024,16890,1384,95,clean,highly
3218,10/29/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,6,14,59.00,1984,25.0,72.0,1.3,0.20,0.1984,16890,670,10,patchy,unsuccessful
3220,10/29/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,6,14,56.00,2184,28.0,64.0,1.4,0.13,0.2184,16890,480,75,moderate,successful
3222,10/29/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,6,14,87.00,3723,28.0,60.0,1.8,0.11,0.3723,16890,706,50,moderate,successful
3262,12/1/03,2003,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,3,8,21.00,4092,25.0,63.0,1.8,0.25,0.4092,16890,1728,75,moderate,successful
3258,12/2/03,2003,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,2,2,43.40,1444,26.0,58.0,3.2,0.30,0.1444,16890,732,10,no burn,unsuccessful
3266,12/3/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,3,8,39.00,1209,23.0,68.0,1.0,0.13,0.1209,16890,265,50,dirty,successful
3267,12/3/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,3,10,54.00,1444,28.0,54.0,1.2,0.08,0.1444,16890,195,10,moderate,highly
3268,12/3/03,2003,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,3,8,46.97,1086,26.0,50.0,1.0,0.13,0.1086,16890,238,10,patchy,unsuccessful
3270,12/3/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,SKUKUZA,3,8,73.00,2563,36.0,32.0,2.6,0.19,0.2563,16890,815,65,moderate,successful
3271,12/3/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NAPI,3,8,46.00,1722,36.0,32.0,1.0,0.13,0.1722,16890,378,60,moderate,successful
3272,12/3/03,2003,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,3,10,67.00,1722,34.5,41.0,1.0,0.31,0.1722,16890,889,50,moderate,successful
3273,2004/08/04,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,1,6,55.00,2517,19,70,1,0.31,0.2517,16890,1318,30,patchy,unsuccessful
3274,2004/08/04,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,2,4,63.80,2035,25,68,1.54,0.36,0.2035,16890,1237,60,patchy,unsuccessful
3275,2004/08/04,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,2,5,54.54,2184,29,54,1.38,0.41,0.2184,16890,1512,40,patchy,unsuccessful
3276,2004/08/04,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,35.25,2743,32,42,1.13,0.32,0.2743,16890,1483,30,patchy,unsuccessful
3277,2004/08/04,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,49.82,3873,30,34,-999,0.08,0.3873,16890,523,50,patchy,moderately
3355,2004/08/05,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,2,4,57.74,5130,30,36,2.69,0.41,0.513,16890,3552,100,clean,highly
3356,2004/08/05,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,5,74.92,6569,32,34,2.12,0.13,0.6569,16890,1442,80,moderately clean ,moderately
3359,2004/08/05,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,2,1,51.99,3761,26,68,1.65,0.42,0.3761,16890,2668,50,patchy,moderately
3360,2004/08/05,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,2,1,52.28,5285,19,70,3.35,0.21,0.5285,16890,1875,60,patchy,unsuccessful
3365,2004/08/05,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,34.29,4304,32,32,2,0.15,0.4304,16890,1090,100,clean,highly
3367,2004/08/05,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,68.97,5734,31,34,1.64,0.13,0.5734,16890,1259,100,clean,highly
3368,2004/08/05,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,35.93,3373,29,42,1.63,0.72,0.3373,16890,4102,100,clean,highly
3357,2004/08/06,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,2,1,31.62,5130,26,46,6.77,0.31,0.513,16890,2686,50,patchy,moderately
3358,2004/08/06,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,2,1,29.41,2960,31,38,1.46,0.64,0.296,16890,3200,100,clean,highly
3364,2004/08/06,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,36.85,3761,29,42,3.47,0.60,0.3761,16890,3811,100,clean,highly
3366,2004/08/06,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,41.97,2517,24,54,6.2,0.12,0.2517,16890,510,20,patchy,unsuccessful
3352,2004/08/16,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,2,1,32.89,3947,28,74,1.71,0.10,0.3947,16890,667,10,patchy,unsuccessful
3353,2004/08/16,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,2,4,73.86,4645,24,76,3.19,0.02,0.4645,16890,157,10,patchy,unsuccessful
3369,2004/08/16,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,1,6,89.18,3761,22,80,2.1,0.13,0.3761,16890,826,20,patchy,unsuccessful
3361,2004/08/17,2004,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,1,7,45.34,2960,24,76,0.58,0.27,0.296,16890,1350,30,patchy,unsuccessful
3362,2004/08/17,2004,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,77.63,3761,23,74,0.88,0.12,0.3761,16890,762,20,patchy,unsuccessful
3363,2004/08/17,2004,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,37.64,3947,25,68,0.73,0.35,0.3947,16890,2333,40,patchy,moderately
3296,2004/10/26,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,2,1,33.10,4020,27,62,0.5,0.44,0.402,16890,2988,100,clean,highly
3297,2004/10/26,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,2,3,77.00,4442,30,54,0.32,0.27,0.4442,16890,2026,100,clean,highly
3298,2004/10/26,2004,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,2,4,37.60,3373,31,46,0.49,0.26,0.3373,16890,1481,100,clean,highly
3292,2004/11/01,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,2,5,70.10,4199,27,54,0.6,1.12,0.4199,16890,7943,100,clean,highly
3293,2004/11/01,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,SKUKUZA,2,1,73.30,1722,30,44,0.4,0.20,0.1722,16890,582,30,patchy,moderately
3294,2004/11/01,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,2,3,57.60,3413,26,58,1.23,0.23,0.3413,16890,1326,60,patchy,moderately
3295,2004/11/01,2004,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,2,4,51.40,3531,22,60,0.98,0.20,0.3531,16890,1193,90,clean,highly
3299,2004/11/02,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,2,3,45.40,3609,27.5,54,0.5,0.04,0.3609,16890,244,20,patchy,unsuccessful
3300,2004/11/02,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,2,4,33.20,1828,33,40,0.7,0.29,0.1828,16890,895,30,patchy,unsuccessful
3301,2004/11/02,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,2,5,37.00,3333,26,58,0.7,0.15,0.3333,16890,844,60,patchy,moderately
3302,2004/11/02,2004,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,2,1,40.40,5616,23,62,0.76,0.19,0.5616,16890,1802,70,patchy,moderately
3303,2004/11/03,2004,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,4,13,36.10,5467,25.2,64,0.48,0.90,0.5467,16890,8310,100,clean,highly
